10	2
10	7
10	9
100	2
100	6
100	10
100	11
100	12
100	13
100	14
100	15
100	17
1000	2
1000	6
1000	12
1000	14
1000	16
1000	17
1000	18
1000	19
1000	20
1000	21
1000	22
1000	23
1000	24
1000	25
2000	2
2000	6
2000	12
2000	14
2000	16
2000	18
2000	19
2000	20
2000	21
2000	22
2000	23
2000	24
2000	25
2000	26
2000	27
2000	29
5000	2
5000	6
5000	12
5000	14
5000	16
5000	18
5000	20
5000	22
5000	23
5000	24
5000	25
5000	26
5000	27
5000	28
5000	29
5000	30
5000	31
10000	2
10000	6
10000	12
10000	14
10000	16
10000	18
10000	20
10000	22
10000	23
10000	24
10000	25
10000	26
10000	27
10000	28
10000	29
10000	30
10000	31
10000	32
10000	33
10000	35
15000	2
15000	6
15000	12
15000	14
15000	16
15000	18
15000	20
15000	22
15000	24
15000	25
15000	26
15000	27
15000	28
15000	29
15000	30
15000	31
15000	32
15000	33
15000	34
15000	35
15000	36
15000	37
25000	2
25000	6
25000	12
25000	14
25000	16
25000	18
25000	20
25000	22
25000	24
25000	26
25000	27
25000	28
25000	29
25000	30
25000	31
25000	32
25000	33
25000	34
25000	35
25000	36
25000	37
25000	39
43000	2
43000	6
43000	12
43000	14
43000	16
43000	18
43000	20
43000	22
43000	24
43000	26
43000	27
43000	28
43000	29
43000	30
43000	31
43000	32
43000	33
43000	34
43000	35
43000	36
43000	37
43000	38
43000	39
43000	40
43000	41
50000	2
50000	6
50000	12
50000	14
50000	16
50000	18
50000	20
50000	22
50000	24
50000	26
50000	28
50000	30
50000	31
50000	32
50000	33
50000	34
50000	35
50000	36
50000	37
50000	38
50000	39
50000	40
50000	41
